text,label
newswise chicago epidural anesthesia may do more than relieve pain during labor in some women it may decrease the likelihood of postpartum depression suggests a preliminary study presented at the anesthesiology annual meeting labor pain matters more than just for the birth experience it may be psychologically harmful for some women and play a significant role in the development of postpartum depression said grace lim m d director of obstetric anesthesiology at magee women s hospital of the university of pittsburgh medical center and lead investigator on the study we found that certain women who experience good pain relief from epidural analgesia are less likely to exhibit depressive symptoms in the postpartum period the researchers controlled for factors already known to increase the risk for postpartum depression including pre existing depression and anxiety as well as post delivery pain caused by tissue trauma during childbirth after accounting for these factors the study found that in some women labor pain was still a significant risk factor for postpartum depression symptoms and therefore alleviating this pain might help reduce the risk for postpartum depression in the study researchers reviewed the medical records of women who used epidural analgesia and had their pain assessed using a scale during labor they calculated the percent improvement in pain pip throughout labor after the implementation of epidural analgesia depression risk was assessed using the edinburgh postnatal depression scale epds six weeks after childbirth researchers found the higher the pip scores the lower the epds scores although we found an association between women who experience less pain during labor and lower risk for postpartum depression we do not know if effective pain control with epidural analgesia will assure avoidance of the condition said dr lim postpartum depression can develop from a number of things including hormonal changes psychological adjustment to motherhood social support and a history of psychiatric disorders labor pain may be more problematic for some women than others the authors note additional research is needed to identify which women are more likely to experience severe labor pain and who would benefit the most from effective labor pain control strategies to help reduce the risk and affect of pain on postpartum recovery the american society of anesthesiologistsfounded in the american society of anesthesiologists asa is an educational research and scientific society with more than members organized to raise and maintain the standards of the medical practice of anesthesiology asa is committed to ensuring physician anesthesiologists evaluate and supervise the medical care of patients before during and after surgery to provide the highest quality and safest care every patient deserves for more information on the field of anesthesiology visit the american society of anesthesiologists online at asahq org to learn more about the role physician anesthesiologists play in ensuring patient safety visit asahq org whensecondscount join the anesthesiology social conversation today like asa on facebook follow asalifeline on twitter and use the hashtag anes,0
even partial steroid treatment can benefit extremely preterm infants nih study suggests infants exposed to partial treatment in the womb healthier than those not exposed what steroids improve survival and reduce the chances of certain birth defects for extremely premature infants even if the treatment course is not finished before delivery according to a study funded by the national institutes of health nih steroids are a standard treatment for pregnant women likely to deliver before weeks because these drugs are known to reduce the chance of complications and death among premature infants however because completing the entire course takes at least hours health care providers may opt not to begin treatment when premature delivery is imminent the new study supported by nih s eunice kennedy shriver national institute of child health and human development nichd provides strong evidence that even a partial course can have some benefit researchers evaluated extremely premature infants who had been born between and weeks of pregnancy at sites in nichd s neonatal research network the study followed the infants from birth to to months of age and measured survival and brain and nervous system outcomes the infants were grouped according to the mother s steroid treatment no treatment partial treatment or complete treatment among the three groups researchers found significant differences in rates of death complications such as bleeding in the brain severe intracranial hemorrhage intestinal problems necrotizing enterocolitis lung disease bronchopulmonary dysplasia and brain and nervous system impairment infants in the complete treatment group fared best infants in the partial treatment group fared better than untreated infants the study team also found evidence that the better outcomes likely were due to lower rates of bleeding in the brain and of a brain injury called cystic periventricular leukomalacia overall these findings suggest that starting steroid treatment promptly even if the likelihood of completion is low is beneficial when extremely premature birth is imminent additional funding for the study was provided by nih s national center for advancing translational sciences who rosemary higgins m d nichd neonatal research network program scientist and study author is available for interviews to arrange an interview with dr higgins please call linda huynh at or e mail about the eunice kennedy shriver national institute of child health and human development nichd the nichd sponsors research on development before and after birth maternal child and family health reproductive biology and population issues and medical rehabilitation for more information visit the institute s website at about the national institutes of health nih nih the nation s medical research agency includes institutes and centers and is a component of the u s department of health and human services nih is the primary federal agency conducting and supporting basic clinical and translational medical research and is investigating the causes treatments and cures for both common and rare diseases for more information about nih and its programs visit www nih gov nih turning discovery into health,1
newswise columbus oh good news for the millions of people who suffer from skin wounds that won t heal a team of researchers at the ohio state university has brought a potentially transformative solution to the problem by creating a portable adhesive patch that drives a continuous small electrical current to stimulate healing and reduce the risk of infection nearly million americans have chronic wounds typically a result of diabetes obesity or other conditions that impact circulation costing the healthcare system nearly billion each year the non healing wounds are painful can permanently damage nerves prevent mobility and in extreme cases cause infection that can lead to death the patch s design significantly advances existing fda approved wireless electroceutical dressing wed that harnesses the body s innate response to injury to help wounds heal a wound naturally produces its own electrical fields that help reduce bacteria and promote cell regeneration however this function is likely impaired in chronic wounds said sashwati roy phd an associate professor in the department of surgery at ohio state s college of medicine the prototype dressing mimics this physiological process and while it has proven to create an optimal environment where chronic wounds can heal we are always looking for new ways to keep pathogens under better control roy notes that chronic wounds are particularly susceptible to infection because bacteria which at times are free floating within a wound can sometimes mobilize creating colonies covered by a thick sticky coating called a biofilm the immune system cannot penetrate the biofilm and antibiotics can t get in either causing constant inflammation and low level infection that can further dampen the healing process now with support from ohio state s center for clinical and translational science ccts researchers from both the college of engineering and the college of medicine are taking the technology to the next level working with a mechanical and aerospace engineering team led by shaurya prakash phd and vish subramaniam phd the scientists have optimized the bandage s design and the amount of electrical current delivered like present weds the new prototype is flexible portable and self contained made of silk and silver the experimental dressing includes a self contained battery that delivers a continuous safe low level electrical current to the injury we re hoping this new design may allow electric fields and currents to penetrate more deeply into wounds and really get to where these biofilms may be hiding said subramaniam chair of the department of mechanical and aerospace engineering at ohio state the destruction of the biofilm would enable antibiotics to start killing off bacteria reduce chronic inflammation and allow the body s natural immune response to work more effectively bacteria are known to quickly acquire resistance against antibiotics but to our knowledge bacteria do not develop resistance against electroceuticals to test the experimental design roy and a team of scientists developed an animal model to mimic the skin function of a person suffering from metabolic syndrome obesity high blood pressure high blood sugar which mirrors the type of patient that typically develops chronic wounds animal models had skin injuries infected with pseudomonas aeruginosa staphylococcus aureus or acinetobacter baumannii three different types of bacteria that commonly infect wounds and develop biofilms that are treatment resistant early results which were presented at the wound healing society s annual meeting in april indicate that infected wounds covered by the experimental bioelectric dressing healed better and more quickly than those covered with a plain dressing that is commonly used in the care of wounds today scientists hypothesize that the electrical currents may disrupt bacteria in two ways by interrupting the production of chemical messages that instruct bacteria to develop biofilms and by weakening the molecular structure of existing biofilms potentially making them more susceptible to antibiotics or the body s natural immune response the team s next move is to focus on the bioelectric bandage as a treatment for chronic wounds in a patient population however the technology could also be used to treat acute injuries roy also notes that the u s department of defense is very interested in the dressing as a temporary measure to help prevent infection in soldiers wounded on the battle front this technology has a long shelf life and is compact enough to be put into any field medical kit it could be applied immediately to wounds help keep bacteria from mobilizing and start promoting healing until the soldier could be transported to a facility for more intensive medical care the team already has interest from several industry partners and is hoping to begin testing the new technology in patients before the end of the year to determine optimal treatment duration and more about the healing effects of electrical fields on skin cells on a molecular level roy s research team includes shomita s steiner phd shaurya prakash phd gayle gordillo md vish subramaniam phd and chandan k sen phd the ohio state university center for clinical and translational science ccts is funded by the national institutes of health nih clinical and translational science award ctsa program ul tr kl tr tl tr the ctsa program is led by the nih s national center for advancing translational sciences ncats the content of this release is solely the responsibility of the ccts and does not necessarily represent the official views of the nih,1
newswise winston salem n c sept hot flashes the bane of existence for many women during menopause can be reduced in frequency by almost half for about percent of women over eight weeks of acupuncture treatment according to scientists at wake forest baptist medical center in a study published in the sept issue of the journal menopause scientists reported that about half the women in the study reduced the frequency of hot flashes while half did not women bothered by hot flashes and night sweats may want to give acupuncture a try as a relatively low cost low risk treatment said nancy avis ph d lead author of the study and professor of public health sciences at wake forest school of medicine a part of wake forest baptist women will know pretty quickly if acupuncture will work for them women who had a reduction in their hot flashes saw a benefit beginning after about three to four weeks of weekly treatments the national institutes of health funded study was designed to examine different patterns of responses to acupuncture participants included perimenopausal and postmenopausal women ages to who had on average at least four hot flashes or night sweats per day women were randomized to receive up to acupuncture treatments within six months or to a control group of the women who received acupuncture a small group of women percent had an percent reduction in hot flashes by the eighth week of the study avis said forty seven percent of the study group reported a percent reduction over this same time frame however percent showed only a minimal reduction of percent in frequency of hot flashes while percent reported a percent increase in hot flashes we had hoped to identify some of the characteristics of the women who benefitted from acupuncture but like so many treatments we could not really tell ahead of time who would benefit avis said funding for the study was provided by grant r at from the national center for complementary and integrative health at nih co authors include beverly levine ph d scott isom m s and timothy morgan ph d of wake forest baptist and remy r coeytaux m d ph d of duke university school of medicine disclosure coeytaux has a financial interest in an organization involved in recruiting study subjects and administering acupuncture treatments at one of the two study sites his spouse is the primary shareholder of chapel hill doctors which is an organization that was subcontracted by wake forest school of medicine as a site for subject recruitment and treatment,1
for immediate release september the u s food and drug administration today approved three new indications for ilaris canakinumab the new indications are for rare and serious auto inflammatory diseases in adult and pediatric patients tumor necrosis factor receptor associated periodic syndrome traps hyperimmunoglobulin d syndrome hids mevalonate kinase deficiency mkd and familial mediterranean fever fmf all three syndromes are hereditary diseases that are characterized by periodic attacks of fever and inflammation as well as severe muscle pain there are no previously approved therapies for traps or hids mkd for the first time patients with traps and hids mkd two painful and life altering diseases have access to a treatment that may help improve their quality of life said badrul chowdhury m d ph d director of the division of pulmonary allergy and rheumatology products in fda s center for drug evaluation and research ilaris was previously approved for another periodic fever syndrome called cryopyrin associated periodic syndromes caps and for active systemic juvenile idiopathic arthritis health care professionals should review the prescribing information in the labeling for detailed information about the approved uses approvals for the new indications were based on clinical studies including safety efficacy and pharmacokinetic data the most common adverse reactions for these indications are injection site reactions and being more susceptible to catching colds ilaris can cause serious side effects including increased risk of serious infections ilaris can lower the immune system s ability to fight infections other serious side effects include decreased ability to fight infections immunosuppression and allergic reactions patients experiencing any symptoms of an allergic reaction should call their healthcare provider including rash itching and hives difficulty breathing or swallowing and dizziness or feeling faint patients should not get live vaccines if receiving ilaris patients should not receive ilaris if they are allergic to canakinumab or any of the ingredients in ilaris ilaris is manufactured and distributed by novartis pharmaceuticals corporation of east hanover new jersey the fda an agency within the u s department of health and human services protects the public health by assuring the safety effectiveness security of human and veterinary drugs vaccines and other biological products for human use and medical devices the agency is also responsible for the safety and security of our nation s food supply cosmetics dietary supplements products that give off electronic radiation and for regulating tobacco products inquiries media theresa eisenman consumer info fda related information,1
newswise chapel hill nc for patients whose hearing is considered too good for traditional cochlear implants but whose hearing loss is too advanced to benefit from hearing aids there hasn t been a device to meet their needs but a hearing implant system that just received fda approval will now meet that previously unmet need and benefit those patients according to harold c pillsbury md chair of the department of otolaryngology head and neck surgery at the unc school of medicine synchrony eas electric acoustic stimulation hearing implant system which is manufactured by durham based med el corporation received fda approval on september unc participated in the eas system clinical trials and implanted the device in more patients than any other hearing center that participated our clinical trial participants were overwhelmingly receptive to this new technology pillsbury said the technology is remarkable and so were the results the implant relies on two auditory technologies the synchrony cochlear implant that stimulates the auditory nerve for high frequency hearing loss and the eas audio processor which has a built in acoustic amplification for low frequency hearing loss the synchrony eas implant best assists people whose hearing loss is referred to as ski slope hearing loss based on the steeply sloping image that appears on an audiogram when a patient has more trouble hearing higher frequency sounds using traditional hearing aids those patients often have difficulty understanding speech above the din of background noise ninety seven percent of patients participating in the med el eas clinical trial reported a benefit from eas within the first year ninety two percent of participants reported an improvement in their ability to hear even among background noise one of the most challenging listening environments for people with hearing loss and percent reported satisfaction with the device overall on average patients performed more than twice as well on tests of speech understanding with eas than they did with their hearing aids preoperatively which speaks to the benefits of this technology pillsbury said the national institute on deafness and other communication disorders estimates that million americans between the ages of and have high frequency hearing loss while percent of adults aged to have disabling hearing loss the rate increases to percent for adults aged to nearly percent of those ages to and percent of those who are and older have disabling hearing loss the eas system fda approval is for candidates who are years old and older who have normal to moderate sensorineural hearing loss in the low frequencies sloping to a severe to profound hearing loss in the high frequencies med el expects that the synchrony eas hearing implant system will be available in the coming months,1
newtown pa sept prnewswire kvk tech inc announced today that the u s food and drug administration fda has approved lomaira phentermine hydrochloride usp mg tablets civ a low cost low dose prescription medicine used for a short period of time a few weeks for weight reduction in adults with an initial body mass index bmi of or more obese or or more overweight with at least one weight related condition such as controlled high blood pressure diabetes or high cholesterol lomaira should be used together with regular exercise and a reduced calorie diet lomaira is the only strength of phentermine hydrochloride that can be taken up to three times a day before meals the limited usefulness of agents of this drug class anorectics including lomaira should be measured against possible risk factors inherent in their use at kvk tech we are committed to developing high quality fda approved medicines that address unmet medical needs while ensuring affordable options for all appropriate patients with lomaira we re giving physicians and patients access to a low cost low dose version of a weight reduction medicine phentermine that has been prescribed by physicians for over years appropriate patients can take lomaira up to three times a day before meals not just in the morning as with the higher dose formulations of phentermine said anthony tabasso president and chief executive officer of kvk tech we developed lomaira with this dosing flexibility and affordability in mind phentermine hydrochloride an appetite suppressant is the most commonly prescribed drug for weight loss over million prescriptions are written for phentermine yearly by a wide range of healthcare professionals hcps including obesity medicine specialists family practitioners endocrinologists internists and cardiologists phentermine hydrochloride is typically prescribed in doses ranging from to mg and taken before or within a few hours of breakfast the usual adult dose of lomaira is one tablet three times a day hour before meals the butterfly shaped tablet is scored to facilitate administering one half of the usual dosage for patients not requiring the full dose enabling doctors and patients to work together to customize a weight loss treatment plan to best meet each patient s needs dosage should be individualized to obtain an adequate response with the lowest effective dose phentermine is not recommended for use in pediatric patients years of age or younger late evening medication should be avoided because of the possibility of resulting insomnia lomaira is reasonably priced to ensure that cost does not create a hurdle despite the fact that two thirds of americans pay out of pocket for their weight loss prescription medications through kvk tech s lomaira lo cost access program eligible patients will pay no more than per tablet for the duration of treatment obesity is a chronic metabolic disease that must be managed appropriately to reduce the risk of serious health conditions many physicians have used phentermine to help patients as part of a comprehensive weight management plan now the flexibility in dosing with lomaira allows doctors to personalize dosing they can prescribe a lower dose a good option for some patients they can also prescribe up to three times a day which is particularly helpful when patients struggle to control their appetite in the afternoon said donna ryan md regrettably many patients are still not covered by insurance for weight loss medications and the low cost for lomaira makes it an affordable treatment option in relatively short term clinical trials adults with obesity who were instructed in dietary management and treated with anorectic drugs appetite suppressants lost more weight on the average than those treated with placebo and diet it has not been established that the primary action of such drugs in treating obesity is one of appetite suppression since other central nervous system actions or metabolic effects may also be involved even modest weight loss can dramatically improve risk and health continued dr ryan it is not necessary to lose a lot of weight to get a lot of benefit losing five to percent of total body weight is likely to produce health benefits such as improvements in blood pressure blood cholesterol and blood sugars some side effects of phentermine that have been reported include pulmonary hypertension valvular heart disease palpitations increased heart rate or blood pressure insomnia restlessness dry mouth diarrhea constipation and changes in sexual drive these are not all of the potential side effects of phentermine see full prescribing information lomaira is anticipated to be available by the end of september as with all kvk tech products lomaira will be exclusively manufactured and packaged in the united states in the strictest accordance with fda dea and dep guidelines body mass index bmi measures the amount of fat in the body based on height and weight bmi is measured in kg m references data on file kvk tech inc newtown pa lomaira package insert benefits of modest weight loss in improving cardiovascular risk factors in overweight and obese individuals with type diabetes diabetes care july rena r wing wei lang thomas a wadden monika safford william c knowler alain g bertoni james o hill frederick l brancati anne peters lynne wagenknecht and the look ahead research group important safety information don t take lomairatm if you have a history of cardiovascular disease e g coronary artery disease stroke arrhythmias congestive heart failure or uncontrolled high blood pressure are taking or have taken a monoamine oxidase inhibitor drug maoi within the past days have overactive thyroid glaucoma increased pressure in the eyes agitation or a history of drug abuse are pregnant nursing or allergic to the sympathomimetic amines such as phentermine or any of the ingredients in lomaira taking phentermine with other drugs for weight loss is not recommended primary pulmonary hypertension pph a rare fatal lung disease has been reported in patients who had taken a combination of phentermine and fenfluramine or dexfenfluramine for weight loss the possible association between phentermine use alone and pph cannot be ruled out patients should report immediately if they experience any decrease in the amount of exercise that they can normally tolerate shortness of breath chest or heart pain fainting or swelling in the lower legs serious heart valve problems or disease have been reported in patients taking a combination of phentermine and fenfluramine or dexfenfluramine for weight loss the possible role of phentermine has not been established therefore the possibility of an association between heart valve disease and the use of phentermine alone cannot be ruled out if your body becomes adjusted to the maximum dose of phentermine so that its effects are experienced less strongly the maximum dose should not be exceeded in an attempt to increase the effect caution is advised while engaging in potentially hazardous activity such as driving or operating machinery while taking phentermine phentermine has the potential to be abused keep lomaira in a safe place to prevent theft accidental overdose misuse or abuse using alcohol with phentermine may result in an adverse drug reaction phentermine can cause an increase in blood pressure tell your doctor if you have high blood pressure even if it s mild if you are taking medicines for type diabetes your doctor may have to adjust these medicines while taking phentermine some side effects of phentermine that have been reported include pulmonary hypertension valvular heart disease palpitations increased heart rate or blood pressure insomnia restlessness dry mouth diarrhea constipation and changes in sexual drive these are not all of the potential side effects of phentermine for more information ask your doctor or pharmacist to report negative side effects of prescription drugs contact fda at fda or visit www fda gov medwatch click here for full prescribing information about kvk tech kvk is a leader in the development and manufacture of high quality fda approved medicines that address unmet patient needs founded in kvk takes pride in its ability to advance medical care and offer low cost alternatives in response to today s healthcare challenges all of kvk s products are made in the u s a in a state of the art facility in newtown pa kvk is committed to maintaining its entire business operations in america as it continues to build strong lasting relationships with the nation s largest pharmacy chains wholesalers and distributors media contact ellie polack edelman office cell k source kvk tech inc,1
we are looking forward to demonstrating the clinical benefits of our patient centric approach for treatment planning immobilization adaptive therapy and motion management said p cure ceo michael marash p cure p cure ltd a leading provider of patient centric solutions for proton therapy has received u s food and drug administration fda approval for its patented upright imaging solution the p cure system is based on a diagnostic quality computed tomography ct enabling treatment planning positioning and treatment delivery for cancer patients in a seated position the p cure patient centric solution is a paradigm shifting change from the current method of treatment with the patient in the horizontal position the benefits of treating patients in a seated position include greater patient comfort less internal organ movement better saliva drainage and a better position for breathing for asthmatic and other patients experiencing impaired breathing it may also deliver less collateral radiation to sensitive organs while enabling greater accuracy in proton beam delivery said michael marash ph d founder and ceo of p cure adult and pediatric patients who will initially benefit from this clinical breakthrough will be those treated for cancers of the lung breast chest the head and neck and lower torso in addition to the clinical benefits of p cure s solution there are also significant economic advantages to treating patients in a seated position with p cure oncologists can develop a compact gantry less proton center for significantly less capital and operating costs essentially making proton therapy more widely available and attainable because of the high capital costs proton therapy is currently only available to less than one percent of patients who could potentially benefit from it the p cure gantry less system significantly reduces many factors associated with proton therapy including the capital cost of equipment and construction the size of a single room center or multi room expandable center and the time from center planning to treatment we are excited to receive fda clearance for our upright imaging technology we are looking forward to demonstrating the clinical benefits of our patient centric approach for treatment planning immobilization adaptive therapy and motion management the p cure team is committed to enabling all oncology centers and hospitals globally to establish cost effective proton therapy services for the best possible care and cure said dr marash about p cure p cure is the innovative provider of image guided solutions for better clinical effectiveness of proton therapy at a fraction of the current capital and operating costs p cure continues to develop advanced patient centric solutions with a focus on adaptive therapy and real time motion management p cure s first product was cleared by the fda in p cure works both with the existing and new cancer centers to establish advanced proton therapy capabilities,1
for centuries pathologists have relied on the microscopic examination of tumors to distinguish between atypical moles and melanoma by analyzing the level of proteins within mole cells mass spectrometry can aid in the diagnosis of atypical moles in this study mass spectrometry correlated better than the gold standard of histologic examination to determine if an atypical mole was in fact benign or a melanoma early diagnosis of melanoma is critical to cure and long term survival california skin institute a recently developed test for assessing suspicious moles for melanoma is more accurate than standard analyses according to dr rossitza lazova a former yale investigator the test which analyzes proteins in cells could provide more reliable results for clinicians with patients who might be at risk for this deadly cancer the study was published on august th in the journal of the american academy of dermatology melanoma is one of the most common forms of cancer and the most serious type of skin cancer the gold standard for diagnosing melanoma is skin biopsy followed by microscopic examination of sampled tissue however in up to in cases the results are inconclusive for the study a former associate professor of dermatology and pathology at yale university rossitza lazova m d collaborated with a national and international team of researchers to determine whether atypical moles could be more accurately diagnosed as either benign or cancerous melanoma using imaging mass spectrometry ims a technology that enables pathologists to focus in on individual proteins within sampled skin cells in a prior study the researchers used ims to identify a molecular signature comprised of five proteins to differentiate between one type of benign mole and melanoma the research team retrospectively analyzed more than cases of atypical moles they compared results from ims diagnosis to results based on standard microscopic examination of biopsies and correlated them with clinical outcomes the researchers found that in nearly all cases the ims analysis was a more accurate predictor both of benign lesions and melanomas than standard microscopic examination instead of pathologists being dependent solely upon the physical appearance of the cells they now have the additional advantage of molecular information regarding the protein makeup of cells provided by mass spec imaging said dr lazova who is corresponding author on the study this test integrates anatomic pathology and analytical chemistry in a very useful and meaningful way the finding suggests that ims analysis based on proteomic signatures may improve both diagnosis and prediction of outcomes for patients with ambiguous moles the researchers said other authors include erin h seeley heinz kutzner richard a scolyer glynis scott lorenzo cerroni isabella fried milena e kozovska arlene s rosenberg victor g prieto bahig m shehata megan m durham gina henry jose l rodriguez peralto erica riveiro falkenbach jochen t schaefer richard danialan sylvie fraitag sonja vollenweider roten alireza sepehr martin sangueza nouf hijazi yamile corredoira rachel kowal olga m harris francisco bravo alan s boyd ralitza gueorguieva and richard m caprioli the study was supported in part by a grant from the national institutes of health dr lazova is currently the director of dermatopathology at california skin institute in san jose california source california skin institute san jose california united states,1
newswise charlottesville va aug a study published today in the prestigious new england journal of medicine offers the most in depth assessment yet of the safety and effectiveness of a high tech alternative to brain surgery to treat the uncontrollable shaking caused by the most common movement disorder and the news is very good the paper outlines the results of an international clinical trial led by jeff elias md of the university of virginia health system that evaluated the scalpel free approach called focused ultrasound for the treatment of essential tremor et a condition that afflicts an estimated million americans not only did the researchers determine that the procedure was safe and effective they found that it offered a lasting benefit reducing shaking for trial participants throughout the month study period this study represents a major advance for neurosurgery treatment of brain disease and specifically the treatment of et elias said for the first time in a randomized controlled trial we have shown that ultrasound can be precisely delivered through the intact human skull to treat a difficult neurological disease pioneering tremor trialthe multi site clinical trial included participants with moderate to severe essential tremor a condition that often robs people of their ability to write feed themselves and carry out their normal daily activities the trial participants all had tried existing medications without success the mean age was and most had suffered with their tremor for many years seventy five percent of participants received the experimental treatment using focused ultrasound guided by magnetic resonance imaging the remaining percent underwent a sham procedure to act as the control group they would later be given the opportunity to undergo the real procedure participants who received the treatment showed dramatic improvement with the beneficial effects continuing throughout the study period the researchers employed a point scale to assess tremor severity and they found that mean tremor scores improved by percent at three months and percent at months participants reported major improvements in their quality of life people who couldn t feed themselves soup or cereal could again do so participants who received the sham procedure on the other hand showed no significant improvements the degree of tremor control was very good overall in the study but the most important aspects were the significant gains in disabilities and quality of life that s what patients really care about elias said the most commonly reported side effects were gait disturbances and numbness in the hand or face in most instances these side effects were temporary but some were permanent fda approved based on the clinical trial led by elias the federal food and drug administration has approved the focused ultrasound device manufactured by insightec inc for the treatment of essential tremor the device focuses sound waves inside the brain to create heat much like a magnifying glass focuses light that heat can then be used to interrupt the troublesome brain connections responsible for the tremor elias can actually watch as patients tremor decreases and the real time imaging allows him to zone in on exactly the right spot before making any permanent changes to the brain the fda approval means uva can make the procedure available to eligible patients uva however is still working out the necessary logistics it s not yet clear when elias will begin treating patients because the approach is so new insurance plans will not yet cover the procedure though that may change in the coming months the cost at uva has not yet been determined people interested in the procedure can learn more at uvahealth com focusedultrasound the site includes a list of frequently asked questions and will be updated as uva prepares to make the treatment available the procedure is not for everyone with essential tremor it can t be used in patients who cannot undergo mri imaging including those with implanted metallic devices such as a pacemaker it is also not available for pregnant women people with heart conditions or very high blood pressure patients with kidney disease or clotting disorders patients on blood thinners patients with a history of strokes or brain tumors and people with substance abuse issues there are other exclusions as well doctors at uva will evaluate potential patients to determine their eligibility and then recommend the best course of treatment groundbreaking researchuva is a world leader in focused ultrasound research elias and his colleagues are testing the capability of focused ultrasound to treat parkinson s disease epilepsy brain tumors and benign breast tumors the essential tremor research has been supported by insightec the focused ultrasound foundation and the bird us israel binational industry research and development foundation for reporters elias will be available for interviews today and he ll be doing a facebook live broadcast at eastern to arrange an interview contact alex prevost at or high resolution images and video are available as well,1
philadelphia patients with aggressive subtypes of locally advanced breast cancer may have new treatment options on the horizon according to two reports published in july in the new england journal of medicine results of two different investigational arms of a multi drug phase ii trial conducted in part by researchers at the perelman school of medicine at the university of pennsylvania and the abramson cancer center show that use of new targeted therapies neratinib or a combination of veliparib and carboplatin improves outcomes when used in addition to standard chemotherapy before surgery for patients with her positive and triple negative breast cancer respectively the results are part of the multi institutional i spy study compared to standard therapies alone the drugs tested in the trial substantially reduced the presence of residual disease in the breast tissue and lymph nodes known as achieving pathological complete response or pcr when administered before surgery said angela demichele md msce a professor of hematology oncology and epidemiology at the perelman school of medicine at the university of pennsylvania a co investigator and chair of trial operations for the study known as i spy pcr strongly predicts prevention of later recurrence of incurable metastatic disease these results suggest that neratinib and veliparib carboplatin are very promising treatment options for patients with her positive and triple negative breast cancer respectively in addition the platform used for the i spy trial allows the research team to test these and other new therapies simultaneously targeting tumor subtypes that would be most likely to benefit from the therapies minimizing the exposure of patients to treatments that are not likely to work for their disease subtype and accelerating drug development the data presented in the two nejm articles shows that when added to standard neoadjuvant chemotherapy the combination of the molecularly targeted experimental drug veliparib plus carboplatin showed sufficient improvement to meet the pre specified threshold for graduation from the trial signifying a high likelihood for success in a modest confirmatory phase neoadjuvant trial in the triple negative subset likewise the experimental drug neratinib was found to have sufficient improvement in the pcr rate for patients in the her positive hr negative subset that it too was graduated from the i spy trial because there are so many subtypes of breast cancer and because we always test drugs in the metastatic and then adjuvant setting finding effective therapies is a very difficult and long process the i spy platform allows therapies to be tested and evaluated in more expeditious cost effective ways said laura j esserman md mba a professor of surgery and radiology and director of the carol franc buck breast care center at ucsf helen diller family comprehensive cancer center in san francisco principal investigator on the i spy trial and a senior author on the reports these results provide valuable information on which drugs should proceed to confirmatory trials to improve outcomes for patients with extremely aggressive cancers that put women at risk for early recurrence and death for these patients time is of the essence in particular finding drug combinations that are effective and less toxic is extremely important the new studies show that by using the i spy model to match therapies with biomarker subsets we can create trials that are more focused smaller and faster thereby exposing more patients to effective treatments a major achievement in the progression of i spy has been significantly reducing the time it takes to move forward from initiation of discussions with drug companies to enrollment of the first patients i spy has compressed this timeline from an average timeframe of months to five months the i spy study start up period takes approximately days with more than percent of the sites opening and enrolling patients as opposed to the traditional study start up timing of to months with less than percent of the sites opening and enrolling more than investigators from the nation s most prestigious and innovative cancer research centers co authored the two nejm articles with hundreds of staff and investigators involved in i spy overall in addition to dr esserman the principal investigators for i spy is donald a berry phd a professor in the department of biostatistics at the university of texas md anderson cancer center and founder of berry consultants a complete list of the participating centers and investigators is provided in a supplementary appendix available at nejm org the i spy trial is sponsored by quantumleap healthcare collaborative a non profit foundation that was established in as a collaboration between medical researchers at university of california at san francisco and silicon valley entrepreneurs quantumleap s mission is to accelerate transfer of high impact research in clinical processes and systems technology into widespread adoption so that patients and physicians can benefit from the research as soon as practicable quantumleap provides operational financial and regulatory oversight to i spy and is also the sponsor of the i spy phase program and i spy a companion phase confirmatory trial that is in development,1
